"Date","Yield from British Government Securities, 10 year Nominal Par Yield              [a] [b]             IUDMNPY"
"23 Jan 17","1.4243"
"20 Jan 17","1.4628"
"19 Jan 17","1.4344"
"18 Jan 17","1.3701"
"17 Jan 17","1.3475"
"16 Jan 17","1.3717"
"13 Jan 17","1.4077"
"12 Jan 17","1.3417"
"11 Jan 17","1.4023"
"10 Jan 17","1.401"
"09 Jan 17","1.3956"
"06 Jan 17","1.4195"
"05 Jan 17","1.3695"
"04 Jan 17","1.3754"
"03 Jan 17","1.3825"
"30 Dec 16","1.2817"
"29 Dec 16","1.2726"
"28 Dec 16","1.3445"
"23 Dec 16","1.3852"
"22 Dec 16","1.4132"
"21 Dec 16","1.4201"
"20 Dec 16","1.4629"
"19 Dec 16","1.4538"
"16 Dec 16","1.4982"
"15 Dec 16","1.5469"
"14 Dec 16","1.4329"
"13 Dec 16","1.4754"
"12 Dec 16","1.5287"
"09 Dec 16","1.4809"
"08 Dec 16","1.4287"
"07 Dec 16","1.4129"
"06 Dec 16","1.458"
"05 Dec 16","1.4421"
"02 Dec 16","1.4215"
"01 Dec 16","1.5127"
"30 Nov 16","1.4528"
"29 Nov 16","1.429"
"28 Nov 16","1.4202"
"25 Nov 16","1.4593"
"24 Nov 16","1.4743"
"23 Nov 16","1.5066"
"22 Nov 16","1.4358"
"21 Nov 16","1.4608"
"18 Nov 16","1.5055"
"17 Nov 16","1.428"
"16 Nov 16","1.4394"
"15 Nov 16","1.4112"
"14 Nov 16","1.4687"
"11 Nov 16","1.3956"
"10 Nov 16","1.3771"
"09 Nov 16","1.2732"
"08 Nov 16","1.2689"
"07 Nov 16","1.2311"
"04 Nov 16","1.1745"
"03 Nov 16","1.2473"
"02 Nov 16","1.2235"
"01 Nov 16","1.316"
"31 Oct 16","1.2705"
"28 Oct 16","1.2888"
"27 Oct 16","1.271"
"26 Oct 16","1.1894"
"25 Oct 16","1.1092"
"24 Oct 16","1.1211"
"21 Oct 16","1.1074"
"20 Oct 16","1.1118"
"19 Oct 16","1.11"
"18 Oct 16","1.1142"
"17 Oct 16","1.1492"
"14 Oct 16","1.1298"
"13 Oct 16","1.0457"
"12 Oct 16","1.0738"
"11 Oct 16","1.0221"
"10 Oct 16","1.0493"
"07 Oct 16","1.0016"
"06 Oct 16","0.9604"
"05 Oct 16","0.8503"
"04 Oct 16","0.8246"
"03 Oct 16","0.8369"
"30 Sep 16","0.8233"
"29 Sep 16","0.7993"
"28 Sep 16","0.7122"
"27 Sep 16","0.7317"
"26 Sep 16","0.779"
"23 Sep 16","0.8282"
"22 Sep 16","0.7679"
"21 Sep 16","0.8393"
"20 Sep 16","0.8325"
"19 Sep 16","0.9508"
"16 Sep 16","0.9081"
"15 Sep 16","0.923"
"14 Sep 16","0.9155"
"13 Sep 16","0.9136"
"12 Sep 16","0.8867"
"09 Sep 16","0.8856"
"08 Sep 16","0.8245"
"07 Sep 16","0.7371"
"06 Sep 16","0.7453"
"05 Sep 16","0.7838"
"02 Sep 16","0.8104"
"01 Sep 16","0.737"
"31 Aug 16","0.7286"
"30 Aug 16","0.7281"
"26 Aug 16","0.7006"
"25 Aug 16","0.7379"
"24 Aug 16","0.7403"
"23 Aug 16","0.7054"
"22 Aug 16","0.6744"
"19 Aug 16","0.7522"
"18 Aug 16","0.7556"
"17 Aug 16","0.7551"
"16 Aug 16","0.7883"
"15 Aug 16","0.639"
"12 Aug 16","0.6119"
"11 Aug 16","0.6258"
"10 Aug 16","0.6401"
"09 Aug 16","0.689"
"08 Aug 16","0.7146"
"05 Aug 16","0.7985"
"04 Aug 16","0.7589"
"03 Aug 16","0.929"
"02 Aug 16","0.9789"
"01 Aug 16","0.8741"
"29 Jul 16","0.8623"
"28 Jul 16","0.8379"
"27 Jul 16","0.902"
"26 Jul 16","1.0163"
"25 Jul 16","0.9764"
"22 Jul 16","0.9781"
"21 Jul 16","0.9963"
"20 Jul 16","0.9912"
"19 Jul 16","0.9864"
"18 Jul 16","0.9781"
"15 Jul 16","0.9702"
"14 Jul 16","0.9543"
"13 Jul 16","0.9325"
"12 Jul 16","1.0013"
"11 Jul 16","0.9295"
"08 Jul 16","0.9366"
"07 Jul 16","0.9763"
"06 Jul 16","0.938"
"05 Jul 16","0.9482"
"04 Jul 16","0.9797"
"01 Jul 16","1.0032"
"30 Jun 16","1.0416"
"29 Jun 16","1.0966"
"28 Jun 16","1.1325"
"27 Jun 16","1.1293"
"24 Jun 16","1.2183"
"23 Jun 16","1.4829"
"22 Jun 16","1.4444"
"21 Jun 16","1.4087"
"20 Jun 16","1.3717"
"17 Jun 16","1.2698"
"16 Jun 16","1.2254"
"15 Jun 16","1.2391"
"14 Jun 16","1.2537"
"13 Jun 16","1.3338"
"10 Jun 16","1.3402"
"09 Jun 16","1.3532"
"08 Jun 16","1.3661"
"07 Jun 16","1.3818"
"06 Jun 16","1.4026"
"03 Jun 16","1.3959"
"02 Jun 16","1.4596"
"01 Jun 16","1.4845"
"31 May 16","1.5465"
"27 May 16","1.5477"
"26 May 16","1.5241"
"25 May 16","1.5566"
"24 May 16","1.5807"
"23 May 16","1.5661"
"20 May 16","1.5686"
"19 May 16","1.5382"
"18 May 16","1.5414"
"17 May 16","1.4701"
"16 May 16","1.4966"
"13 May 16","1.4772"
"12 May 16","1.5058"
"11 May 16","1.4952"
"10 May 16","1.5022"
"09 May 16","1.514"
"06 May 16","1.5145"
"05 May 16","1.5672"
"04 May 16","1.6128"
"03 May 16","1.6062"
"29 Apr 16","1.678"
"28 Apr 16","1.6751"
"27 Apr 16","1.6997"
"26 Apr 16","1.7373"
"25 Apr 16","1.6824"
"22 Apr 16","1.6808"
"21 Apr 16","1.6619"
"20 Apr 16","1.5529"
"19 Apr 16","1.6074"
"18 Apr 16","1.5645"
"15 Apr 16","1.5074"
"14 Apr 16","1.5332"
"13 Apr 16","1.5202"
"12 Apr 16","1.533"
"11 Apr 16","1.4858"
"08 Apr 16","1.4581"
"07 Apr 16","1.4141"
"06 Apr 16","1.4718"
"05 Apr 16","1.4568"
"04 Apr 16","1.5096"
"01 Apr 16","1.5143"
"31 Mar 16","1.4963"
"30 Mar 16","1.534"
"29 Mar 16","1.4995"
"24 Mar 16","1.5421"
"23 Mar 16","1.5251"
"22 Mar 16","1.5309"
"21 Mar 16","1.5515"
"18 Mar 16","1.5357"
"17 Mar 16","1.5313"
"16 Mar 16","1.5895"
"15 Mar 16","1.6017"
"14 Mar 16","1.6179"
"11 Mar 16","1.6466"
"10 Mar 16","1.6017"
"09 Mar 16","1.5468"
"08 Mar 16","1.445"
"07 Mar 16","1.5493"
"04 Mar 16","1.5605"
"03 Mar 16","1.5184"
"02 Mar 16","1.5296"
"01 Mar 16","1.4574"
"29 Feb 16","1.4032"
"26 Feb 16","1.479"
"25 Feb 16","1.4392"
"24 Feb 16","1.4185"
"23 Feb 16","1.4931"
"22 Feb 16","1.467"
"19 Feb 16","1.4707"
"18 Feb 16","1.5042"
"17 Feb 16","1.5463"
"16 Feb 16","1.4876"
"15 Feb 16","1.4856"
"12 Feb 16","1.4639"
"11 Feb 16","1.3437"
"10 Feb 16","1.4853"
"09 Feb 16","1.4774"
"08 Feb 16","1.4691"
"05 Feb 16","1.6277"
"04 Feb 16","1.6265"
"03 Feb 16","1.5732"
"02 Feb 16","1.6158"
"01 Feb 16","1.6898"
"29 Jan 16","1.6305"
"28 Jan 16","1.7221"
"27 Jan 16","1.749"
"26 Jan 16","1.751"
"25 Jan 16","1.7453"
"22 Jan 16","1.7781"
"21 Jan 16","1.7362"
"20 Jan 16","1.6871"
"19 Jan 16","1.7668"
"18 Jan 16","1.7471"
"15 Jan 16","1.7092"
"14 Jan 16","1.7841"
"13 Jan 16","1.7974"
"12 Jan 16","1.8089"
"11 Jan 16","1.8269"
"08 Jan 16","1.823"
"07 Jan 16","1.8662"
"06 Jan 16","1.8539"
"05 Jan 16","1.938"
"04 Jan 16","1.9456"
"31 Dec 15","2.0248"
"30 Dec 15","2.0565"
"29 Dec 15","1.9735"
"24 Dec 15","1.9761"
"23 Dec 15","1.9944"
"22 Dec 15","1.9401"
"21 Dec 15","1.88"
"18 Dec 15","1.8963"
"17 Dec 15","1.9067"
"16 Dec 15","1.9928"
"15 Dec 15","1.9907"
"14 Dec 15","1.8658"
"11 Dec 15","1.8528"
"10 Dec 15","1.8941"
"09 Dec 15","1.9211"
"08 Dec 15","1.857"
"07 Dec 15","1.8619"
"04 Dec 15","1.9692"
"03 Dec 15","1.9198"
"02 Dec 15","1.801"
"01 Dec 15","1.8169"
"30 Nov 15","1.8788"
"27 Nov 15","1.8631"
"26 Nov 15","1.8775"
"25 Nov 15","1.9266"
"24 Nov 15","1.9015"
"23 Nov 15","1.928"
"20 Nov 15","1.9178"
"19 Nov 15","1.9324"
"18 Nov 15","1.973"
"17 Nov 15","2.0169"
"16 Nov 15","1.9819"
"13 Nov 15","2.0128"
"12 Nov 15","2.0449"
"11 Nov 15","2.0723"
"10 Nov 15","2.0615"
"09 Nov 15","2.0865"
"06 Nov 15","2.068"
"05 Nov 15","2.0015"
"04 Nov 15","2.0233"
"03 Nov 15","1.9959"
"02 Nov 15","1.9715"
"30 Oct 15","1.9393"
"29 Oct 15","1.9465"
"28 Oct 15","1.8223"
"27 Oct 15","1.7813"
"26 Oct 15","1.8486"
"23 Oct 15","1.8818"
"22 Oct 15","1.8399"
"21 Oct 15","1.8405"
"20 Oct 15","1.8909"
"19 Oct 15","1.8656"
"16 Oct 15","1.8373"
"15 Oct 15","1.8146"
"14 Oct 15","1.8029"
"13 Oct 15","1.8694"
"12 Oct 15","1.8587"
"09 Oct 15","1.8895"
"08 Oct 15","1.8413"
"07 Oct 15","1.8557"
"06 Oct 15","1.8309"
"05 Oct 15","1.819"
"02 Oct 15","1.739"
"01 Oct 15","1.7965"
"30 Sep 15","1.8137"
"29 Sep 15","1.7853"
"28 Sep 15","1.8128"
"25 Sep 15","1.872"
"24 Sep 15","1.7736"
"23 Sep 15","1.8316"
"22 Sep 15","1.813"
"21 Sep 15","1.9207"
"18 Sep 15","1.8783"
"17 Sep 15","1.9765"
"16 Sep 15","1.9627"
"15 Sep 15","1.9287"
"14 Sep 15","1.8753"
"11 Sep 15","1.8452"
"10 Sep 15","1.8798"
"09 Sep 15","1.9028"
"08 Sep 15","1.8888"
"07 Sep 15","1.844"
"04 Sep 15","1.8704"
"03 Sep 15","1.9515"
"02 Sep 15","1.9876"
"01 Sep 15","1.9775"
"28 Aug 15","1.9884"
"27 Aug 15","2.0118"
"26 Aug 15","1.9903"
"25 Aug 15","1.9367"
"24 Aug 15","1.8378"
"21 Aug 15","1.864"
"20 Aug 15","1.9046"
"19 Aug 15","2.0166"
"18 Aug 15","2.02"
"17 Aug 15","1.9632"
"14 Aug 15","2.013"
"13 Aug 15","1.983"
"12 Aug 15","1.9305"
"11 Aug 15","1.9363"
"10 Aug 15","2.056"
"07 Aug 15","1.9974"
"06 Aug 15","2.0283"
"05 Aug 15","2.0962"
"04 Aug 15","2.0105"
"03 Aug 15","2.014"
"31 Jul 15","2.016"
"30 Jul 15","2.0987"
"29 Jul 15","2.0791"
"28 Jul 15","2.0555"
"27 Jul 15","2.0416"
"24 Jul 15","2.0509"
"23 Jul 15","2.1413"
"22 Jul 15","2.1495"
"21 Jul 15","2.1984"
"20 Jul 15","2.1952"
"17 Jul 15","2.1998"
"16 Jul 15","2.2035"
"15 Jul 15","2.2659"
"14 Jul 15","2.2794"
"13 Jul 15","2.2419"
"10 Jul 15","2.2132"
"09 Jul 15","2.1051"
"08 Jul 15","2.0074"
"07 Jul 15","1.937"
"06 Jul 15","2.1318"
"03 Jul 15","2.1148"
"02 Jul 15","2.1752"
"01 Jul 15","2.2097"
"30 Jun 15","2.1373"
"29 Jun 15","2.1709"
"26 Jun 15","2.2682"
"25 Jun 15","2.2375"
"24 Jun 15","2.2262"
"23 Jun 15","2.2099"
"22 Jun 15","2.1944"
"19 Jun 15","2.1048"
"18 Jun 15","2.138"
"17 Jun 15","2.1601"
"16 Jun 15","2.1431"
"15 Jun 15","2.1715"
"12 Jun 15","2.1143"
"11 Jun 15","2.2089"
"10 Jun 15","2.2783"
"09 Jun 15","2.2343"
"08 Jun 15","2.1876"
"05 Jun 15","2.1962"
"04 Jun 15","2.1148"
"03 Jun 15","2.2052"
"02 Jun 15","2.0829"
"01 Jun 15","1.9479"
"29 May 15","1.9324"
"28 May 15","1.9403"
"27 May 15","1.9932"
"26 May 15","1.9923"
"22 May 15","2.0189"
"21 May 15","2.0659"
"20 May 15","2.0673"
"19 May 15","2.0474"
"18 May 15","2.0368"
"15 May 15","2.002"
"14 May 15","2.0956"
"13 May 15","2.072"
"12 May 15","2.0836"
"11 May 15","2.0331"
"08 May 15","1.9469"
"07 May 15","2.0297"
"06 May 15","2.0766"
"05 May 15","2.0844"
"01 May 15","1.9431"
"30 Apr 15","1.9531"
"29 Apr 15","1.9359"
"28 Apr 15","1.8176"
"27 Apr 15","1.8149"
"24 Apr 15","1.7919"
"23 Apr 15","1.8201"
"22 Apr 15","1.8117"
"21 Apr 15","1.6911"
"20 Apr 15","1.6978"
"17 Apr 15","1.7038"
"16 Apr 15","1.7326"
"15 Apr 15","1.7005"
"14 Apr 15","1.6557"
"13 Apr 15","1.732"
"10 Apr 15","1.7214"
"09 Apr 15","1.6998"
"08 Apr 15","1.7129"
"07 Apr 15","1.7243"
"02 Apr 15","1.7212"
"01 Apr 15","1.6625"
"31 Mar 15","1.6969"
"30 Mar 15","1.685"
"27 Mar 15","1.605"
"26 Mar 15","1.6953"
"25 Mar 15","1.6098"
"24 Mar 15","1.64"
"23 Mar 15","1.6351"
"20 Mar 15","1.6426"
"19 Mar 15","1.6393"
"18 Mar 15","1.711"
"17 Mar 15","1.7835"
"16 Mar 15","1.7862"
"13 Mar 15","1.8083"
"12 Mar 15","1.8499"
"11 Mar 15","1.9179"
"10 Mar 15","1.9109"
"09 Mar 15","2.0356"
"06 Mar 15","2.0492"
"05 Mar 15","1.9601"
"04 Mar 15","1.9813"
"03 Mar 15","1.9449"
"02 Mar 15","1.8822"
"27 Feb 15","1.8615"
"26 Feb 15","1.8071"
"25 Feb 15","1.7716"
"24 Feb 15","1.8229"
"23 Feb 15","1.8545"
"20 Feb 15","1.8242"
"19 Feb 15","1.8777"
"18 Feb 15","1.8987"
"17 Feb 15","1.8122"
"16 Feb 15","1.7498"
"13 Feb 15","1.7275"
"12 Feb 15","1.7242"
"11 Feb 15","1.7407"
"10 Feb 15","1.7247"
"09 Feb 15","1.668"
"06 Feb 15","1.7029"
"05 Feb 15","1.6045"
"04 Feb 15","1.5882"
"03 Feb 15","1.5283"
"02 Feb 15","1.4403"
"30 Jan 15","1.3979"
"29 Jan 15","1.4751"
"28 Jan 15","1.5146"
"27 Jan 15","1.526"
"26 Jan 15","1.5472"
"23 Jan 15","1.5168"
"22 Jan 15","1.5542"
"21 Jan 15","1.5318"
"20 Jan 15","1.5854"
"19 Jan 15","1.5804"
"16 Jan 15","1.5961"
"15 Jan 15","1.5734"
"14 Jan 15","1.566"
"13 Jan 15","1.6388"
"12 Jan 15","1.6276"
"09 Jan 15","1.6342"
"08 Jan 15","1.697"
"07 Jan 15","1.6584"
"06 Jan 15","1.6465"
"05 Jan 15","1.7162"
"02 Jan 15","1.7846"
"31 Dec 14","1.8155"
"30 Dec 14","1.8597"
"29 Dec 14","1.8749"
"24 Dec 14","1.95"
"23 Dec 14","1.9206"
"22 Dec 14","1.8923"
"19 Dec 14","1.9185"
"18 Dec 14","1.9308"
"17 Dec 14","1.8177"
"16 Dec 14","1.8269"
"15 Dec 14","1.868"
"12 Dec 14","1.8541"
"11 Dec 14","1.9608"
"10 Dec 14","1.9687"
"09 Dec 14","1.9481"
"08 Dec 14","2.0268"
"05 Dec 14","2.0614"
"04 Dec 14","2.026"
"03 Dec 14","2.0452"
"02 Dec 14","2.0096"
"01 Dec 14","1.927"
"28 Nov 14","1.9575"
"27 Nov 14","1.959"
"26 Nov 14","1.9997"
"25 Nov 14","2.0356"
"24 Nov 14","2.0792"
"21 Nov 14","2.0802"
"20 Nov 14","2.1282"
"19 Nov 14","2.1661"
"18 Nov 14","2.1517"
"17 Nov 14","2.1521"
"14 Nov 14","2.1738"
"13 Nov 14","2.2124"
"12 Nov 14","2.22"
"11 Nov 14","2.2647"
"10 Nov 14","2.2216"
"07 Nov 14","2.2418"
"06 Nov 14","2.279"
"05 Nov 14","2.2916"
"04 Nov 14","2.2638"
"03 Nov 14","2.3082"
"31 Oct 14","2.284"
"30 Oct 14","2.254"
"29 Oct 14","2.2731"
"28 Oct 14","2.2545"
"27 Oct 14","2.2325"
"24 Oct 14","2.252"
"23 Oct 14","2.2497"
"22 Oct 14","2.2102"
"21 Oct 14","2.1836"
"20 Oct 14","2.167"
"17 Oct 14","2.2035"
"16 Oct 14","2.0916"
"15 Oct 14","2.0149"
"14 Oct 14","2.1454"
"13 Oct 14","2.1791"
"10 Oct 14","2.2412"
"09 Oct 14","2.281"
"08 Oct 14","2.2753"
"07 Oct 14","2.3213"
"06 Oct 14","2.3842"
"03 Oct 14","2.4114"
"02 Oct 14","2.3706"
"01 Oct 14","2.3991"
"30 Sep 14","2.4504"
"29 Sep 14","2.4689"
"26 Sep 14","2.485"
"25 Sep 14","2.4771"
"24 Sep 14","2.4861"
"23 Sep 14","2.492"
"22 Sep 14","2.5161"
"19 Sep 14","2.5525"
"18 Sep 14","2.5835"
"17 Sep 14","2.5317"
"16 Sep 14","2.5315"
"15 Sep 14","2.5371"
"12 Sep 14","2.5323"
"11 Sep 14","2.4946"
"10 Sep 14","2.4959"
"09 Sep 14","2.4688"
"08 Sep 14","2.4555"
"05 Sep 14","2.4676"
"04 Sep 14","2.492"
"03 Sep 14","2.4729"
"02 Sep 14","2.4378"
"01 Sep 14","2.3924"
"29 Aug 14","2.375"
"28 Aug 14","2.3752"
"27 Aug 14","2.3737"
"26 Aug 14","2.4474"
"22 Aug 14","2.5175"
"21 Aug 14","2.509"
"20 Aug 14","2.5202"
"19 Aug 14","2.5004"
"18 Aug 14","2.5376"
"15 Aug 14","2.4687"
"14 Aug 14","2.539"
"13 Aug 14","2.55"
"12 Aug 14","2.5999"
"11 Aug 14","2.6043"
"08 Aug 14","2.5631"
"07 Aug 14","2.6011"
"06 Aug 14","2.6234"
"05 Aug 14","2.6823"
"04 Aug 14","2.6434"
"01 Aug 14","2.6623"
"31 Jul 14","2.7179"
"30 Jul 14","2.6981"
"29 Jul 14","2.6483"
"28 Jul 14","2.6832"
"25 Jul 14","2.6726"
"24 Jul 14","2.7051"
"23 Jul 14","2.6589"
"22 Jul 14","2.6878"
"21 Jul 14","2.6659"
"18 Jul 14","2.6797"
"17 Jul 14","2.6941"
"16 Jul 14","2.7564"
"15 Jul 14","2.7546"
"14 Jul 14","2.7131"
"11 Jul 14","2.7129"
"10 Jul 14","2.7328"
"09 Jul 14","2.7674"
"08 Jul 14","2.7618"
"07 Jul 14","2.8328"
"04 Jul 14","2.8537"
"03 Jul 14","2.8466"
"02 Jul 14","2.8435"
"01 Jul 14","2.8008"
"30 Jun 14","2.7673"
"27 Jun 14","2.7337"
"26 Jun 14","2.7349"
"25 Jun 14","2.7455"
"24 Jun 14","2.8256"
"23 Jun 14","2.8211"
"20 Jun 14","2.8521"
"19 Jun 14","2.818"
"18 Jun 14","2.8099"
"17 Jun 14","2.853"
"16 Jun 14","2.829"
"13 Jun 14","2.8397"
"12 Jun 14","2.7858"
"11 Jun 14","2.7807"
"10 Jun 14","2.795"
"09 Jun 14","2.7661"
"06 Jun 14","2.7486"
"05 Jun 14","2.7706"
"04 Jun 14","2.7807"
"03 Jun 14","2.7186"
"02 Jun 14","2.6929"
"30 May 14","2.6507"
"29 May 14","2.6112"
"28 May 14","2.6293"
"27 May 14","2.7077"
"23 May 14","2.7044"
"22 May 14","2.7202"
"21 May 14","2.7121"
"20 May 14","2.6981"
"19 May 14","2.6585"
"16 May 14","2.6357"
"15 May 14","2.6014"
"14 May 14","2.6682"
"13 May 14","2.7438"
"12 May 14","2.8274"
"09 May 14","2.7654"
"08 May 14","2.7297"
"07 May 14","2.7465"
"06 May 14","2.7368"
"02 May 14","2.6985"
"01 May 14","2.7334"
"30 Apr 14","2.7658"
"29 Apr 14","2.7491"
"28 Apr 14","2.723"
"25 Apr 14","2.72"
"24 Apr 14","2.7428"
"23 Apr 14","2.7444"
"22 Apr 14","2.773"
"17 Apr 14","2.7103"
"16 Apr 14","2.6848"
"15 Apr 14","2.6837"
"14 Apr 14","2.7298"
"11 Apr 14","2.6815"
"10 Apr 14","2.7017"
"09 Apr 14","2.7873"
"08 Apr 14","2.7337"
"07 Apr 14","2.7261"
"04 Apr 14","2.7703"
"03 Apr 14","2.794"
"02 Apr 14","2.8137"
"01 Apr 14","2.7993"
"31 Mar 14","2.7899"
"28 Mar 14","2.7682"
"27 Mar 14","2.7398"
"26 Mar 14","2.7474"
"25 Mar 14","2.7565"
"24 Mar 14","2.7415"
"21 Mar 14","2.7852"
"20 Mar 14","2.8358"
"19 Mar 14","2.7659"
"18 Mar 14","2.7453"
"17 Mar 14","2.7692"
"14 Mar 14","2.7236"
"13 Mar 14","2.7743"
"12 Mar 14","2.8209"
"11 Mar 14","2.8464"
"10 Mar 14","2.8556"
"07 Mar 14","2.8476"
"06 Mar 14","2.8331"
"05 Mar 14","2.7891"
"04 Mar 14","2.7686"
"03 Mar 14","2.7527"
"28 Feb 14","2.8093"
"27 Feb 14","2.7553"
"26 Feb 14","2.8113"
"25 Feb 14","2.8245"
"24 Feb 14","2.8257"
"21 Feb 14","2.8463"
"20 Feb 14","2.8705"
"19 Feb 14","2.8093"
"18 Feb 14","2.8167"
"17 Feb 14","2.8423"
"14 Feb 14","2.8641"
"13 Feb 14","2.8506"
"12 Feb 14","2.8809"
"11 Feb 14","2.8027"
"10 Feb 14","2.8001"
"07 Feb 14","2.7842"
"06 Feb 14","2.8155"
"05 Feb 14","2.7464"
"04 Feb 14","2.7601"
"03 Feb 14","2.778"
"31 Jan 14","2.7847"
"30 Jan 14","2.8146"
"29 Jan 14","2.8273"
"28 Jan 14","2.8746"
"27 Jan 14","2.8436"
"24 Jan 14","2.829"
"23 Jan 14","2.8647"
"22 Jan 14","2.9206"
"21 Jan 14","2.8867"
"20 Jan 14","2.8781"
"17 Jan 14","2.8869"
"16 Jan 14","2.8661"
"15 Jan 14","2.913"
"14 Jan 14","2.8808"
"13 Jan 14","2.8824"
"10 Jan 14","2.9304"
"09 Jan 14","3.0149"
"08 Jan 14","3.0196"
"07 Jan 14","2.9873"
"06 Jan 14","3.0049"
"03 Jan 14","3.0541"
"02 Jan 14","3.0557"
"31 Dec 13","3.0466"
"30 Dec 13","3.0476"
"27 Dec 13","3.1049"
"24 Dec 13","3.007"
"23 Dec 13","2.9906"
"20 Dec 13","2.9655"
"19 Dec 13","2.9818"
"18 Dec 13","2.9384"
"17 Dec 13","2.9014"
"16 Dec 13","2.9036"
"13 Dec 13","2.9206"
"12 Dec 13","2.9249"
"11 Dec 13","2.8957"
"10 Dec 13","2.9021"
"09 Dec 13","2.9326"
"06 Dec 13","2.9116"
"05 Dec 13","2.9221"
"04 Dec 13","2.9071"
"03 Dec 13","2.8429"
"02 Dec 13","2.8689"
"29 Nov 13","2.7939"
"28 Nov 13","2.7702"
"27 Nov 13","2.7806"
"26 Nov 13","2.7587"
"25 Nov 13","2.7822"
"22 Nov 13","2.8178"
"21 Nov 13","2.8456"
"20 Nov 13","2.7489"
"19 Nov 13","2.7378"
"18 Nov 13","2.7345"
"15 Nov 13","2.7508"
"14 Nov 13","2.774"
"13 Nov 13","2.8057"
"12 Nov 13","2.8055"
"11 Nov 13","2.8095"
"08 Nov 13","2.7775"
"07 Nov 13","2.6931"
"06 Nov 13","2.7306"
"05 Nov 13","2.7293"
"04 Nov 13","2.6495"
"01 Nov 13","2.6601"
"31 Oct 13","2.6283"
"30 Oct 13","2.5453"
"29 Oct 13","2.6114"
"28 Oct 13","2.6274"
"25 Oct 13","2.6245"
"24 Oct 13","2.6404"
"23 Oct 13","2.6073"
"22 Oct 13","2.6385"
"21 Oct 13","2.7327"
"18 Oct 13","2.712"
"17 Oct 13","2.7387"
"16 Oct 13","2.8187"
"15 Oct 13","2.7756"
"14 Oct 13","2.734"
"11 Oct 13","2.7118"
"10 Oct 13","2.7202"
"09 Oct 13","2.6658"
"08 Oct 13","2.6821"
"07 Oct 13","2.6789"
"04 Oct 13","2.7056"
"03 Oct 13","2.6621"
"02 Oct 13","2.6685"
"01 Oct 13","2.6736"
"30 Sep 13","2.6788"
"27 Sep 13","2.6794"
"26 Sep 13","2.7161"
"25 Sep 13","2.7228"
"24 Sep 13","2.7798"
"23 Sep 13","2.8606"
"20 Sep 13","2.8889"
"19 Sep 13","2.8599"
"18 Sep 13","2.9576"
"17 Sep 13","2.898"
"16 Sep 13","2.8369"
"13 Sep 13","2.872"
"12 Sep 13","2.894"
"11 Sep 13","2.9533"
"10 Sep 13","2.9667"
"09 Sep 13","2.8924"
"06 Sep 13","2.8782"
"05 Sep 13","2.9464"
"04 Sep 13","2.8202"
"03 Sep 13","2.8325"
"02 Sep 13","2.7966"
"30 Aug 13","2.7429"
"29 Aug 13","2.738"
"28 Aug 13","2.762"
"27 Aug 13","2.7328"
"23 Aug 13","2.8253"
"22 Aug 13","2.8372"
"21 Aug 13","2.839"
"20 Aug 13","2.8045"
"19 Aug 13","2.8617"
"16 Aug 13","2.8197"
"15 Aug 13","2.8016"
"14 Aug 13","2.7496"
"13 Aug 13","2.7272"
"12 Aug 13","2.5959"
"09 Aug 13","2.5984"
"08 Aug 13","2.6078"
"07 Aug 13","2.5925"
"06 Aug 13","2.6016"
"05 Aug 13","2.5853"
"02 Aug 13","2.5449"
"01 Aug 13","2.517"
"31 Jul 13","2.4734"
"30 Jul 13","2.4363"
"29 Jul 13","2.4499"
"26 Jul 13","2.4526"
"25 Jul 13","2.506"
"24 Jul 13","2.5091"
"23 Jul 13","2.4295"
"22 Jul 13","2.3924"
"19 Jul 13","2.4145"
"18 Jul 13","2.3837"
"17 Jul 13","2.4134"
"16 Jul 13","2.3914"
"15 Jul 13","2.4524"
"12 Jul 13","2.4322"
"11 Jul 13","2.4873"
"10 Jul 13","2.5131"
"09 Jul 13","2.5374"
"08 Jul 13","2.5834"
"05 Jul 13","2.5845"
"04 Jul 13","2.4911"
"03 Jul 13","2.4961"
"02 Jul 13","2.4864"
"01 Jul 13","2.5161"
"28 Jun 13","2.5351"
"27 Jun 13","2.5052"
"26 Jun 13","2.5363"
"25 Jun 13","2.6049"
"24 Jun 13","2.6384"
"21 Jun 13","2.4929"
"20 Jun 13","2.396"
"19 Jun 13","2.2256"
"18 Jun 13","2.2364"
"17 Jun 13","2.1856"
"14 Jun 13","2.1676"
"13 Jun 13","2.2209"
"12 Jun 13","2.2512"
"11 Jun 13","2.2712"
"10 Jun 13","2.2274"
"07 Jun 13","2.1663"
"06 Jun 13","2.1281"
"05 Jun 13","2.1105"
"04 Jun 13","2.1347"
"03 Jun 13","2.0915"
"31 May 13","2.0944"
"30 May 13","2.0465"
"29 May 13","2.083"
"28 May 13","2.0382"
"24 May 13","1.979"
"23 May 13","1.9972"
"22 May 13","1.9802"
"21 May 13","2.0146"
"20 May 13","1.9953"
"17 May 13","1.9696"
"16 May 13","1.9535"
"15 May 13","2.0067"
"14 May 13","1.977"
"13 May 13","1.9583"
"10 May 13","1.9629"
"09 May 13","1.8626"
"08 May 13","1.8434"
"07 May 13","1.8694"
"03 May 13","1.8036"
"02 May 13","1.6924"
"01 May 13","1.7432"
"30 Apr 13","1.7478"
"29 Apr 13","1.7343"
"26 Apr 13","1.7647"
